Year,State,FAH,FAFH,Total nominal food sales,FAH,FAFH,Total constant dollar food sales
2018,Oregon,"9,381.02","10,974.56","20,355.58","4,564.06","4,845.00","9,409.06"
2019,Oregon,"9,826.09","11,628.56","21,454.66","4,738.80","4,979.99","9,718.79"
2020,Oregon,"10,347.60","10,120.33","20,467.92","4,821.63","4,193.51","9,015.13"
1997,Pennsylvania,"15,903.69","11,544.99","27,448.68","11,729.10","8,956.56","20,685.66"
1998,Pennsylvania,"15,977.85","12,107.15","28,085.00","11,564.35","9,153.64","20,717.99"
1999,Pennsylvania,"16,846.58","12,530.86","29,377.44","11,962.92","9,244.45","21,207.37"
2000,Pennsylvania,"17,429.85","13,682.86","31,112.71","12,104.35","9,861.38","21,965.73"
2001,Pennsylvania,"18,576.04","14,224.03","32,800.07","12,491.16","9,962.54","22,453.70"
2002,Pennsylvania,"18,500.02","13,880.29","32,380.31","12,284.18","9,481.88","21,766.06"
2003,Pennsylvania,"19,386.31","14,493.58","33,879.89","12,600.02","9,694.22","22,294.25"
2004,Pennsylvania,"20,212.10","15,261.41","35,473.51","12,656.99","9,913.81","22,570.80"
2005,Pennsylvania,"20,911.91","16,015.27","36,927.18","12,846.83","10,086.14","22,932.97"
2006,Pennsylvania,"21,423.88","17,019.47","38,443.35","12,936.42","10,396.05","23,332.47"
2007,Pennsylvania,"22,251.08","18,088.67","40,339.75","12,892.13","10,661.04","23,553.17"
2008,Pennsylvania,"23,150.39","18,860.26","42,010.66","12,606.35","10,646.48","23,252.83"
2009,Pennsylvania,"22,937.53","18,229.88","41,167.41","12,432.44","9,944.82","22,377.26"
2010,Pennsylvania,"23,176.80","19,017.37","42,194.16","12,520.68","10,244.01","22,764.70"
2011,Pennsylvania,"24,039.78","20,137.68","44,177.46","12,391.80","10,599.65","22,991.45"
2012,Pennsylvania,"25,767.21","21,421.49","47,188.70","12,962.87","10,963.41","23,926.28"
2013,Pennsylvania,"25,825.58","22,435.27","48,260.85","12,875.85","11,242.19","24,118.04"
2014,Pennsylvania,"27,048.07","23,908.91","50,956.98","13,170.71","11,696.09","24,866.80"
2015,Pennsylvania,"27,623.41","26,025.95","53,649.37","13,295.73","12,377.78","25,673.50"
2016,Pennsylvania,"28,257.64","26,991.68","55,249.32","13,782.20","12,514.84","26,297.04"
2017,Pennsylvania,"30,191.31","28,489.63","58,680.94","14,754.69","12,908.11","27,662.80"
2018,Pennsylvania,"32,508.56","29,850.28","62,358.84","15,816.08","13,178.17","28,994.25"
2019,Pennsylvania,"36,328.77","32,791.64","69,120.41","17,520.15","14,043.18","31,563.33"
2020,Pennsylvania,"39,630.66","28,827.46","68,458.11","18,466.53","11,945.08","30,411.61"
1997,Rhode Island,"1,059.98","1,011.62","2,071.60",781.75,784.81,"1,566.56"
1998,Rhode Island,"1,136.79","1,066.19","2,202.98",822.78,806.1,"1,628.87"
1999,Rhode Island,"1,212.34","1,123.08","2,335.42",860.89,828.53,"1,689.43"
2000,Rhode Island,"1,318.49","1,190.92","2,509.41",915.64,858.31,"1,773.95"
2001,Rhode Island,"1,385.42","1,258.87","2,644.29",931.6,881.72,"1,813.32"
2002,Rhode Island,"1,475.34","1,320.91","2,796.25",979.64,902.34,"1,881.98"
2003,Rhode Island,"1,520.25","1,401.58","2,921.83",988.08,937.47,"1,925.54"
2004,Rhode Island,"1,615.44","1,510.48","3,125.92","1,011.60",981.2,"1,992.81"
2005,Rhode Island,"1,596.77","1,531.34","3,128.10",980.94,964.41,"1,945.35"
2006,Rhode Island,"1,665.30","1,593.35","3,258.65","1,005.56",973.27,"1,978.83"
2007,Rhode Island,"1,841.69","1,642.20","3,483.89","1,067.06",967.87,"2,034.94"
2008,Rhode Island,"1,905.42","1,706.54","3,611.96","1,037.58",963.33,"2,000.91"
2009,Rhode Island,"1,797.08","1,662.52","3,459.60",974.04,906.95,"1,880.98"
2010,Rhode Island,"1,733.86","1,712.41","3,446.27",936.67,922.42,"1,859.09"
2011,Rhode Island,"1,784.11","1,854.70","3,638.81",919.66,976.24,"1,895.90"
2012,Rhode Island,"1,863.06","1,992.21","3,855.28",937.26,"1,019.60","1,956.87"
2013,Rhode Island,"2,068.60","2,139.91","4,208.51","1,031.34","1,072.30","2,103.64"
2014,Rhode Island,"2,160.31","2,302.01","4,462.33","1,051.94","1,126.13","2,178.07"
2015,Rhode Island,"2,202.49","2,507.24","4,709.73","1,060.11","1,192.43","2,252.53"
2016,Rhode Island,"2,289.16","2,728.85","5,018.01","1,116.50","1,265.24","2,381.75"
2017,Rhode Island,"2,469.75","3,000.99","5,470.75","1,206.98","1,359.69","2,566.68"
2018,Rhode Island,"2,528.46","3,188.18","5,716.64","1,230.15","1,407.50","2,637.65"
2019,Rhode Island,"2,848.83","3,311.53","6,160.36","1,373.90","1,418.18","2,792.07"
2020,Rhode Island,"3,330.16","2,816.32","6,146.48","1,551.74","1,166.98","2,718.72"
1997,South Carolina,"5,210.04","3,694.48","8,904.52","3,842.45","2,866.16","6,708.61"
1998,South Carolina,"5,538.14","4,182.65","9,720.78","4,008.36","3,162.30","7,170.66"
1999,South Carolina,"5,885.63","4,481.93","10,367.56","4,179.44","3,306.48","7,485.92"
2000,South Carolina,"6,258.25","5,045.38","11,303.63","4,346.11","3,636.25","7,982.36"
2001,South Carolina,"6,435.63","5,150.87","11,586.50","4,327.53","3,607.68","7,935.22"
2002,South Carolina,"6,564.02","5,477.72","12,041.74","4,358.57","3,741.93","8,100.50"
2003,South Carolina,"7,072.61","5,781.14","12,853.75","4,596.80","3,866.79","8,463.59"
2004,South Carolina,"7,851.32","6,264.56","14,115.87","4,916.56","4,069.46","8,986.02"
2005,South Carolina,"8,128.49","6,682.93","14,811.42","4,993.58","4,208.79","9,202.37"
2006,South Carolina,"8,533.61","7,106.81","15,640.42","5,152.87","4,341.07","9,493.94"
2007,South Carolina,"8,959.47","7,614.59","16,574.05","5,191.05","4,487.86","9,678.92"
2008,South Carolina,"8,935.09","7,827.53","16,762.62","4,865.53","4,418.58","9,284.11"
2009,South Carolina,"8,780.95","7,710.87","16,491.82","4,759.39","4,206.45","8,965.85"
2010,South Carolina,"8,927.95","7,877.58","16,805.53","4,823.10","4,243.38","9,066.49"
2011,South Carolina,"9,163.52","8,248.20","17,411.73","4,723.53","4,341.52","9,065.04"
2012,South Carolina,"9,763.68","8,796.38","18,560.06","4,911.88","4,501.94","9,413.82"
2013,South Carolina,"9,918.24","9,398.86","19,317.10","4,944.94","4,709.72","9,654.65"
2014,South Carolina,"10,279.53","10,326.10","20,605.63","5,005.48","5,051.47","10,056.95"
2015,South Carolina,"10,292.62","11,156.60","21,449.22","4,954.05","5,306.01","10,260.06"
2016,South Carolina,"10,325.92","11,835.34","22,161.26","5,036.30","5,487.52","10,523.82"
2017,South Carolina,"10,675.08","12,729.54","23,404.63","5,216.98","5,767.52","10,984.50"
2018,South Carolina,"11,413.38","13,574.58","24,987.96","5,552.84","5,992.85","11,545.69"
2019,South Carolina,"11,711.07","13,910.89","25,621.96","5,647.86","5,957.41","11,605.27"
2020,South Carolina,"12,856.38","12,682.20","25,538.57","5,990.63","5,255.05","11,245.68"
1997,South Dakota,933.27,739.17,"1,672.44",688.29,573.45,"1,261.74"
1998,South Dakota,934.81,769.3,"1,704.11",676.59,581.63,"1,258.22"
1999,South Dakota,975.94,797.79,"1,773.73",693.02,588.56,"1,281.58"
2000,South Dakota,"1,064.14",862.84,"1,926.97",739,621.85,"1,360.86"
2001,South Dakota,"1,070.92",892.23,"1,963.16",720.13,624.92,"1,345.05"
2002,South Dakota,"1,078.19",919.12,"1,997.31",715.93,627.87,"1,343.79"
2003,South Dakota,"1,162.20",952.77,"2,114.97",755.36,637.27,"1,392.64"
2004,South Dakota,"1,171.04",993.99,"2,165.02",733.31,645.7,"1,379.01"
2005,South Dakota,"1,189.69","1,057.21","2,246.90",730.86,665.81,"1,396.67"
2006,South Dakota,"1,286.70","1,095.88","2,382.58",776.95,669.4,"1,446.35"
2007,South Dakota,"1,285.41","1,140.36","2,425.77",744.76,672.1,"1,416.86"
2008,South Dakota,"1,310.83","1,186.43","2,497.25",713.8,669.73,"1,383.53"
2009,South Dakota,"1,186.65","1,154.65","2,341.31",643.18,629.89,"1,273.07"
2010,South Dakota,"1,217.70","1,173.31","2,391.02",657.83,632.03,"1,289.86"
2011,South Dakota,"1,308.14","1,238.41","2,546.55",674.31,651.85,"1,326.16"
2012,South Dakota,"1,432.94","1,309.42","2,742.36",720.88,670.15,"1,391.03"
2013,South Dakota,"1,450.74","1,391.88","2,842.61",723.29,697.46,"1,420.75"
2014,South Dakota,"1,480.20","1,492.76","2,972.95",720.76,730.25,"1,451.01"
2015,South Dakota,"1,448.80","1,586.93","3,035.72",697.34,754.73,"1,452.07"
2016,South Dakota,"1,431.19","1,748.63","3,179.82",698.04,810.76,"1,508.80"
2017,South Dakota,"1,502.01","1,916.10","3,418.11",734.04,868.15,"1,602.19"
2018,South Dakota,"1,672.69","2,066.68","3,739.37",813.8,912.39,"1,726.19"
2019,South Dakota,"1,771.86","2,197.70","3,969.56",854.51,941.18,"1,795.68"
2020,South Dakota,"1,875.78","1,765.48","3,641.26",874.05,731.55,"1,605.60"
1997,Tennessee,"7,703.33","5,622.11","13,325.44","5,681.27","4,361.61","10,042.88"
1998,Tennessee,"7,963.21","6,011.77","13,974.98","5,763.57","4,545.21","10,308.78"
1999,Tennessee,"8,706.72","6,223.44","14,930.16","6,182.73","4,591.25","10,773.97"
2000,Tennessee,"9,150.02","6,845.80","15,995.83","6,354.33","4,933.84","11,288.17"
2001,Tennessee,"9,570.82","6,974.82","16,545.64","6,435.74","4,885.18","11,320.93"
2002,Tennessee,"9,569.29","7,325.50","16,894.79","6,354.10","5,004.18","11,358.28"
2003,Tennessee,"10,247.35","7,755.72","18,003.07","6,660.21","5,187.51","11,847.72"
2004,Tennessee,"10,928.64","8,373.02","19,301.66","6,843.60","5,439.11","12,282.72"
2005,Tennessee,"11,777.63","8,772.62","20,550.25","7,235.36","5,524.85","12,760.21"
2006,Tennessee,"12,572.21","9,155.80","21,728.01","7,591.51","5,592.66","13,184.17"
2007,Tennessee,"13,265.44","9,680.61","22,946.05","7,685.91","5,705.52","13,391.43"
2008,Tennessee,"13,872.07","10,060.85","23,932.92","7,553.92","5,679.28","13,233.20"
2009,Tennessee,"13,636.28","10,165.57","23,801.86","7,391.04","5,545.55","12,936.60"
2010,Tennessee,"14,100.23","10,484.97","24,585.20","7,617.30","5,647.90","13,265.20"
2011,Tennessee,"14,761.89","11,144.45","25,906.33","7,609.32","5,865.98","13,475.30"
2012,Tennessee,"15,701.45","11,835.17","27,536.62","7,899.03","6,057.18","13,956.20"
2013,Tennessee,"15,605.61","12,623.51","28,229.12","7,780.49","6,325.57","14,106.05"
2014,Tennessee,"16,152.22","13,840.78","29,993.01","7,865.12","6,770.83","14,635.94"
2015,Tennessee,"16,419.30","14,862.40","31,281.70","7,902.96","7,068.46","14,971.42"
2016,Tennessee,"16,759.39","15,826.15","32,585.54","8,174.12","7,337.88","15,512.00"
2017,Tennessee,"17,050.88","16,855.29","33,906.17","8,332.88","7,636.82","15,969.69"
2018,Tennessee,"17,564.97","18,068.37","35,633.34","8,545.72","7,976.74","16,522.46"
2019,Tennessee,"18,028.75","18,584.90","36,613.66","8,694.67","7,959.08","16,653.74"
2020,Tennessee,"19,582.43","16,126.94","35,709.37","9,124.74","6,682.44","15,807.18"
1997,Texas,"30,985.54","20,061.73","51,047.27","22,852.08","15,563.82","38,415.89"
1998,Texas,"31,669.27","21,112.00","52,781.27","22,921.39","15,961.77","38,883.16"
1999,Texas,"32,866.23","22,602.17","55,468.40","23,338.63","16,674.40","40,013.03"
2000,Texas,"34,388.61","25,131.70","59,520.30","23,881.55","18,112.67","41,994.21"
2001,Texas,"36,370.27","26,284.96","62,655.23","24,456.59","18,410.06","42,866.65"
2002,Texas,"36,533.38","27,906.21","64,439.60","24,258.50","19,063.25","43,321.75"
2003,Texas,"37,324.05","29,369.99","66,694.04","24,258.55","19,644.51","43,903.06"
2004,Texas,"39,366.71","31,328.45","70,695.16","24,651.77","20,350.96","45,002.73"
2005,Texas,"43,168.99","33,500.65","76,669.64","26,520.04","21,098.13","47,618.18"
2006,Texas,"45,021.34","35,554.13","80,575.47","27,185.33","21,717.62","48,902.95"
2007,Texas,"45,874.69","37,744.47","83,619.16","26,579.49","22,245.71","48,825.20"
2008,Texas,"48,320.47","39,412.70","87,733.17","26,312.51","22,248.18","48,560.70"
2009,Texas,"48,030.99","39,367.93","87,398.92","26,033.42","21,476.11","47,509.53"
2010,Texas,"49,738.11","41,066.14","90,804.25","26,869.77","22,120.95","48,990.72"
2011,Texas,"51,912.13","43,986.48","95,898.61","26,759.18","23,152.68","49,911.87"
2012,Texas,"56,284.10","47,263.71","103,547.81","28,315.20","24,189.32","52,504.52"
2013,Texas,"57,944.13","51,265.36","109,209.48","28,889.19","25,688.78","54,577.97"
2014,Texas,"61,201.71","57,007.11","118,208.81","29,801.38","27,887.53","57,688.91"
2015,Texas,"62,350.08","62,135.25","124,485.33","30,010.40","29,551.13","59,561.52"
2016,Texas,"63,317.47","65,748.30","129,065.78","30,882.05","30,484.57","61,366.62"
2017,Texas,"65,556.10","70,169.58","135,725.69","32,037.69","31,792.52","63,830.21"
2018,Texas,"68,341.88","75,656.49","143,998.38","33,249.73","33,400.49","66,650.22"
2019,Texas,"70,330.66","80,926.61","151,257.27","33,918.13","34,657.22","68,575.34"
2020,Texas,"75,198.73","69,466.93","144,665.66","35,040.03","28,784.64","63,824.67"
1997,Utah,"3,066.59","1,754.16","4,820.75","2,261.64","1,360.87","3,622.50"
1998,Utah,"3,056.68","1,851.01","4,907.69","2,212.34","1,399.46","3,611.80"
1999,Utah,"3,304.31","2,002.72","5,307.03","2,346.42","1,477.48","3,823.90"
2000,Utah,"3,392.66","2,237.01","5,629.67","2,356.07","1,612.23","3,968.30"
2001,Utah,"3,635.40","2,367.37","6,002.77","2,444.57","1,658.11","4,102.68"
2002,Utah,"3,654.82","2,490.17","6,144.99","2,426.83","1,701.08","4,127.91"
2003,Utah,"3,998.02","2,641.40","6,639.42","2,598.49","1,766.74","4,365.23"
2004,Utah,"4,124.76","2,800.56","6,925.33","2,582.96","1,819.25","4,402.21"
2005,Utah,"4,532.83","2,986.39","7,519.22","2,784.66","1,880.78","4,665.44"
2006,Utah,"4,860.63","3,160.90","8,021.54","2,935.01","1,930.78","4,865.79"
2007,Utah,"5,196.03","3,249.86","8,445.89","3,010.55","1,915.39","4,925.94"
2008,Utah,"5,445.39","3,303.06","8,748.45","2,965.24","1,864.55","4,829.80"
2009,Utah,"5,393.11","3,301.17","8,694.28","2,923.14","1,800.86","4,724.00"
2010,Utah,"5,461.21","3,449.20","8,910.41","2,950.28","1,857.97","4,808.25"
2011,Utah,"5,593.83","3,711.14","9,304.97","2,883.45","1,953.39","4,836.85"
2012,Utah,"5,915.44","3,950.10","9,865.55","2,975.92","2,021.64","4,997.56"
2013,Utah,"6,049.32","4,311.48","10,360.80","3,016.01","2,160.46","5,176.47"
2014,Utah,"6,410.35","5,077.47","11,487.82","3,121.44","2,483.87","5,605.30"
2015,Utah,"6,525.44","5,676.19","12,201.62","3,140.83","2,699.56","5,840.39"
2016,Utah,"6,678.30","6,303.07","12,981.36","3,257.23","2,922.45","6,179.68"
2017,Utah,"6,999.20","6,829.82","13,829.02","3,420.55","3,094.46","6,515.02"
2018,Utah,"7,420.59","7,487.32","14,907.91","3,610.27","3,305.47","6,915.74"
2019,Utah,"7,745.17","7,932.14","15,677.30","3,735.24","3,396.98","7,132.21"
2020,Utah,"8,386.08","6,275.15","14,661.23","3,907.62","2,600.20","6,507.83"
1997,Vermont,955.7,555.75,"1,511.45",704.84,431.15,"1,135.99"
1998,Vermont,943.97,572.05,"1,516.02",683.22,432.5,"1,115.72"
1999,Vermont,919.5,609.88,"1,529.39",652.95,449.93,"1,102.88"
2000,Vermont,"1,002.10",694.86,"1,696.97",695.92,500.79,"1,196.72"
2001,Vermont,"1,047.80",711.11,"1,758.91",704.58,498.06,"1,202.64"
2002,Vermont,"1,011.02",719.18,"1,730.21",671.33,491.29,"1,162.62"
2003,Vermont,"1,050.17",748.91,"1,799.08",682.55,500.92,"1,183.47"
2004,Vermont,"1,098.40",793.92,"1,892.32",687.83,515.73,"1,203.56"
2005,Vermont,"1,128.25",825.16,"1,953.41",693.12,519.67,"1,212.79"
2006,Vermont,"1,174.09",874.51,"2,048.61",708.96,534.18,"1,243.14"
2007,Vermont,"1,136.25",918.85,"2,055.10",658.34,541.55,"1,199.88"
2008,Vermont,"1,099.98",929.35,"2,029.33",598.98,524.61,"1,123.60"
2009,Vermont,"1,091.09",894.41,"1,985.50",591.39,487.92,"1,079.31"
2010,Vermont,"1,084.46",914.8,"1,999.25",585.85,492.77,"1,078.62"
2011,Vermont,"1,112.39",976.77,"2,089.16",573.4,514.13,"1,087.54"
2012,Vermont,"1,210.69","1,050.15","2,260.84",609.07,537.46,"1,146.53"
2013,Vermont,"1,239.24","1,114.26","2,353.50",617.85,558.35,"1,176.20"
2014,Vermont,"1,347.32","1,244.61","2,591.93",656.06,608.86,"1,264.92"
2015,Vermont,"1,375.04","1,344.84","2,719.88",661.84,639.6,"1,301.43"
2016,Vermont,"1,438.67","1,490.29","2,928.96",701.69,690.98,"1,392.67"
2017,Vermont,"1,546.61","1,623.50","3,170.11",755.84,735.58,"1,491.41"
2018,Vermont,"1,630.72","1,753.80","3,384.52",793.38,774.26,"1,567.64"
2019,Vermont,"1,714.79","1,859.39","3,574.18",826.99,796.29,"1,623.28"
2020,Vermont,"1,888.66","1,507.64","3,396.30",880.05,624.71,"1,504.76"
1997,Virginia,"10,467.28","7,188.38","17,655.66","7,719.70","5,576.72","13,296.42"
1998,Virginia,"10,637.98","7,425.51","18,063.49","7,699.50","5,614.07","13,313.56"
1999,Virginia,"11,289.03","7,925.66","19,214.69","8,016.45","5,847.03","13,863.48"
2000,Virginia,"11,541.34","8,561.94","20,103.28","8,015.01","6,170.68","14,185.69"
2001,Virginia,"12,273.79","8,815.21","21,088.99","8,253.31","6,174.19","14,427.50"
2002,Virginia,"12,637.26","9,357.81","21,995.07","8,391.25","6,392.49","14,783.75"
2003,Virginia,"13,401.37","10,083.84","23,485.20","8,710.14","6,744.71","15,454.85"
2004,Virginia,"14,458.28","10,762.91","25,221.19","9,053.90","6,991.59","16,045.48"
2005,Virginia,"15,266.65","11,459.64","26,726.29","9,378.77","7,217.08","16,595.86"
2006,Virginia,"16,101.74","12,204.30","28,306.04","9,722.75","7,454.78","17,177.54"
2007,Virginia,"17,057.78","13,086.12","30,143.89","9,883.16","7,712.65","17,595.81"
2008,Virginia,"17,964.74","13,569.75","31,534.50","9,782.55","7,660.03","17,442.58"
2009,Virginia,"17,974.09","13,743.77","31,717.86","9,742.19","7,497.54","17,239.73"
2010,Virginia,"18,375.47","13,843.89","32,219.36","9,926.89","7,457.24","17,384.13"
2011,Virginia,"19,413.97","14,718.68","34,132.66","10,007.34","7,747.31","17,754.65"
2012,Virginia,"20,759.44","15,488.73","36,248.17","10,443.58","7,927.05","18,370.63"
2013,Virginia,"20,808.20","16,446.29","37,254.48","10,374.34","8,241.14","18,615.48"
2014,Virginia,"21,944.47","18,149.25","40,093.71","10,685.57","8,878.50","19,564.08"
2015,Virginia,"21,857.70","19,792.27","41,649.97","10,520.57","9,413.08","19,933.64"
2016,Virginia,"22,223.52","21,462.52","43,686.04","10,839.15","9,951.22","20,790.37"
2017,Virginia,"23,198.73","22,913.73","46,112.46","11,337.37","10,381.78","21,719.15"
2018,Virginia,"23,563.51","23,671.58","47,235.09","11,464.13","10,450.42","21,914.55"
2019,Virginia,"24,686.87","25,226.28","49,913.15","11,905.65","10,803.28","22,708.93"
2020,Virginia,"26,611.69","21,667.80","48,279.49","12,400.13","8,978.37","21,378.51"
1997,Washington,"8,246.61","5,956.33","14,202.93","6,081.94","4,620.89","10,702.83"
1998,Washington,"8,573.59","6,293.29","14,866.88","6,205.35","4,758.05","10,963.40"
1999,Washington,"8,941.59","6,573.61","15,515.19","6,349.51","4,849.58","11,199.08"
2000,Washington,"9,694.24","7,008.85","16,703.09","6,732.27","5,051.35","11,783.62"
2001,Washington,"10,037.39","7,369.86","17,407.25","6,749.48","5,161.87","11,911.35"
2002,Washington,"10,139.40","7,701.56","17,840.96","6,732.65","5,261.08","11,993.73"
2003,Washington,"10,467.95","8,147.11","18,615.06","6,803.58","5,449.31","12,252.89"
2004,Washington,"11,180.58","8,802.10","19,982.68","7,001.37","5,717.85","12,719.22"
2005,Washington,"12,204.58","9,362.39","21,566.97","7,497.65","5,896.28","13,393.92"
2006,Washington,"13,022.73","9,928.96","22,951.69","7,863.54","6,064.93","13,928.47"
2007,Washington,"14,268.85","10,468.31","24,737.17","8,267.28","6,169.78","14,437.06"
2008,Washington,"15,123.76","10,751.53","25,875.29","8,235.52","6,069.16","14,304.68"
2009,Washington,"14,546.46","10,673.23","25,219.69","7,884.37","5,822.49","13,706.86"
2010,Washington,"14,922.62","11,019.87","25,942.49","8,061.57","5,936.03","13,997.61"
2011,Washington,"15,779.53","11,810.51","27,590.04","8,133.88","6,216.57","14,350.46"
2012,Washington,"17,530.41","12,801.11","30,331.53","8,819.13","6,551.54","15,370.68"
2013,Washington,"17,816.19","13,765.97","31,582.16","8,882.61","6,898.05","15,780.66"
2014,Washington,"18,079.17","14,762.29","32,841.46","8,803.42","7,221.62","16,025.04"
2015,Washington,"18,281.94","16,367.18","34,649.12","8,799.48","7,784.13","16,583.60"
2016,Washington,"18,874.97","18,439.34","37,314.30","9,205.95","8,549.50","17,755.46"
2017,Washington,"19,382.42","19,763.69","39,146.11","9,472.31","8,954.56","18,426.87"
2018,Washington,"20,103.73","20,611.27","40,715.00","9,780.88","9,099.37","18,880.25"
2019,Washington,"20,870.10","21,982.83","42,852.93","10,064.95","9,414.25","19,479.21"
2020,Washington,"22,154.70","18,415.49","40,570.19","10,323.33","7,630.73","17,954.06"
1997,West Virginia,"2,449.92","1,610.39","4,060.31","1,806.83","1,249.34","3,056.17"
1998,West Virginia,"2,408.44","1,682.33","4,090.77","1,743.17","1,271.93","3,015.10"
1999,West Virginia,"2,406.00","1,804.84","4,210.84","1,708.52","1,331.49","3,040.02"
2000,West Virginia,"2,429.90","1,960.91","4,390.81","1,687.47","1,413.25","3,100.72"
2001,West Virginia,"2,475.30","2,031.06","4,506.36","1,664.47","1,422.56","3,087.03"
2002,West Virginia,"2,411.78","2,216.86","4,628.63","1,601.44","1,514.37","3,115.82"
2003,West Virginia,"2,461.00","2,159.04","4,620.04","1,599.51","1,444.10","3,043.61"
2004,West Virginia,"2,540.30","2,153.91","4,694.21","1,590.76","1,399.18","2,989.94"
2005,West Virginia,"2,580.17","2,206.55","4,786.72","1,585.08","1,389.65","2,974.73"
2006,West Virginia,"2,623.76","2,249.46","4,873.22","1,584.31","1,374.05","2,958.35"
2007,West Virginia,"2,874.12","2,302.88","5,176.99","1,665.24","1,357.26","3,022.51"
2008,West Virginia,"3,066.45","2,438.92","5,505.38","1,669.81","1,376.75","3,046.57"
2009,West Virginia,"3,018.75","2,426.61","5,445.35","1,636.20","1,323.77","2,959.97"
2010,West Virginia,"3,191.74","2,520.54","5,712.27","1,724.26","1,357.73","3,081.98"
2011,West Virginia,"3,351.60","2,662.03","6,013.63","1,727.65","1,401.18","3,128.84"
2012,West Virginia,"3,729.17","2,817.84","6,547.01","1,876.06","1,442.15","3,318.21"
2013,West Virginia,"3,638.80","2,934.56","6,573.36","1,814.20","1,470.49","3,284.69"
2014,West Virginia,"3,600.98","3,107.25","6,708.23","1,753.45","1,520.05","3,273.50"
2015,West Virginia,"3,574.21","3,274.79","6,848.99","1,720.34","1,557.47","3,277.81"
2016,West Virginia,"3,537.35","3,409.23","6,946.58","1,725.28","1,580.71","3,305.99"
2017,West Virginia,"3,651.39","3,588.66","7,240.05","1,784.46","1,625.95","3,410.41"
2018,West Virginia,"3,708.34","3,698.95","7,407.29","1,804.18","1,633.00","3,437.18"
2019,West Virginia,"3,915.77","3,735.59","7,651.36","1,888.45","1,599.79","3,488.23"
2020,West Virginia,"4,072.68","3,284.23","7,356.90","1,897.73","1,360.87","3,258.60"
1997,Wisconsin,"6,705.57","4,920.17","11,625.74","4,945.41","3,817.05","8,762.46"
1998,Wisconsin,"6,917.68","5,088.03","12,005.71","5,006.84","3,846.82","8,853.66"
1999,Wisconsin,"7,614.24","5,231.82","12,846.06","5,406.94","3,859.70","9,266.64"
2000,Wisconsin,"8,030.95","5,540.21","13,571.16","5,577.18","3,992.88","9,570.07"
2001,Wisconsin,"8,371.88","5,619.57","13,991.45","5,629.53","3,935.96","9,565.49"
2002,Wisconsin,"8,393.01","5,886.11","14,279.13","5,573.04","4,020.91","9,593.95"
2003,Wisconsin,"8,709.57","6,289.01","14,998.57","5,660.73","4,206.48","9,867.22"
2004,Wisconsin,"9,068.47","6,798.96","15,867.43","5,678.75","4,416.60","10,095.36"
2005,Wisconsin,"8,758.58","7,104.17","15,862.75","5,380.66","4,474.09","9,854.75"
2006,Wisconsin,"9,112.42","7,393.99","16,506.40","5,502.37","4,516.49","10,018.86"
2007,Wisconsin,"9,574.88","7,861.60","17,436.48","5,547.62","4,633.44","10,181.06"
2008,Wisconsin,"10,181.85","8,236.97","18,418.82","5,544.44","4,649.71","10,194.15"
2009,Wisconsin,"9,955.98","7,957.37","17,913.35","5,396.27","4,340.93","9,737.20"
2010,Wisconsin,"10,128.72","8,026.22","18,154.95","5,471.79","4,323.46","9,795.25"
2011,Wisconsin,"10,476.28","8,417.36","18,893.64","5,400.21","4,430.55","9,830.77"
2012,Wisconsin,"11,243.00","8,846.42","20,089.41","5,656.09","4,527.55","10,183.63"
2013,Wisconsin,"11,685.78","9,394.40","21,080.18","5,826.18","4,707.48","10,533.66"
2014,Wisconsin,"12,254.83","10,092.10","22,346.93","5,967.33","4,937.00","10,904.33"
2015,Wisconsin,"13,065.07","10,990.32","24,055.39","6,288.49","5,226.93","11,515.42"
2016,Wisconsin,"13,334.90","11,501.84","24,836.74","6,503.88","5,332.89","11,836.77"
2017,Wisconsin,"14,280.46","12,400.04","26,680.50","6,978.95","5,618.23","12,597.18"
2018,Wisconsin,"14,668.16","13,063.25","27,731.41","7,136.36","5,767.11","12,903.47"
2019,Wisconsin,"15,316.12","13,731.37","29,047.49","7,386.45","5,880.53","13,266.98"
2020,Wisconsin,"16,653.47","11,841.50","28,494.97","7,759.95","4,906.70","12,666.65"
1997,Wyoming,858.49,529.15,"1,387.63",633.14,410.51,"1,043.65"
1998,Wyoming,865.99,550.04,"1,416.03",626.78,415.86,"1,042.64"
1999,Wyoming,909.58,593.42,"1,503.00",645.9,437.78,"1,083.68"
2000,Wyoming,915.79,646.34,"1,562.13",635.98,465.82,"1,101.81"
2001,Wyoming,917.75,665.44,"1,583.19",617.12,466.08,"1,083.20"
2002,Wyoming,918.35,695.83,"1,614.18",609.79,475.34,"1,085.13"
2003,Wyoming,"1,012.94",726.06,"1,739.00",658.35,485.64,"1,143.99"
2004,Wyoming,"1,009.36",781.08,"1,790.44",632.07,507.39,"1,139.46"
2005,Wyoming,"1,075.53",834.35,"1,909.88",660.73,525.46,"1,186.19"
2006,Wyoming,"1,171.82",891.07,"2,062.89",707.58,544.3,"1,251.88"
2007,Wyoming,"1,175.58",945.88,"2,121.47",681.12,557.48,"1,238.61"
2008,Wyoming,"1,209.85",975.69,"2,185.54",658.81,550.77,"1,209.58"
2009,Wyoming,"1,154.39",948.52,"2,102.91",625.69,517.44,"1,143.13"
2010,Wyoming,"1,156.61",933.86,"2,090.47",624.83,503.04,"1,127.87"
